id,question,category
train_1472,"Trong video này, tại vị trí có biển báo hiệu lệnh hình tròn màu xanh, các phương tiện phải di chuyển như thế nào?",biển báo
train_1473,"Quan sát trong video, những nhóm biển báo nào đã xuất hiện?",biển báo
train_1474,"Theo biển báo phân làn trong video, người điều khiển xe máy phải di chuyển ở đâu?","biển báo, làn đường"
train_1475,"Trong video này, dựa vào các biển báo, chiếc xe ô tô điện nhỏ màu xám phía trước có được phép đi vào làn đường này không?","biển báo, làn đường"
train_1476,"Trong video này, dựa vào tốc độ hiển thị trên camera hành trình và biển báo, xe có camera hành trình đang di chuyển như thế nào so với quy định?",biển báo
train_1477,"Trong video này, có những loại hình báo hiệu đường bộ nào xuất hiện? Chọn đáp án đầy đủ nhất.",làn đường
train_1478,"Trong video này, cách tổ chức giao thông trên đoạn đường này được thể hiện như thế nào?",làn đường
train_1479,"Trong video này, để đi đến Cát Lái, người lái xe phải tuân thủ theo hướng dẫn nào?",biển báo
train_1480,"Trong video này, khi gặp cụm biển báo trên và có phương tiện từ trong ngõ (hướng có chợ) đi ra, người lái xe nên xử lý như thế nào?",biển báo
train_1481,"Trong video, việc cắm các biển báo cấm người đi bộ, xe đạp và xe ba bánh cho thấy đặc điểm của đoạn đường phía trước là gì?","biển báo, làn đường"
train_1482,"Trong video này, nếu tài xế muốn quay đầu xe thì phải làm gì?",Khác
train_1483,"Trong video này, những loại phương tiện nào bị cấm đi vào làn đường ngoài cùng bên trái?","biển báo, làn đường"
train_1484,"Trong video này, tại sao xe ô tô không được đi vào làn đường bên phải cùng, nơi có nhiều xe máy đang di chuyển?","biển báo, làn đường"
train_1485,"Trong video này, tình trạng mặt đường như thế nào?",làn đường
train_1486,"Trong video này, giả sử tài xế muốn đỗ xe tại vị trí có biển báo vào lúc 10 giờ sáng, hành động đó có được phép không?",biển báo
train_1487,"Trong video, vạch kẻ đường phân chia các làn xe cùng chiều có đặc điểm gì?",làn đường
train_1488,"Trong video này, người lái xe ô tô có được phép tấp vào lề đường để trả khách không?","biển báo, làn đường"
train_1489,"Ngoài biển báo tốc độ, trong video còn xuất hiện biển báo cấm nào?",biển báo
train_1490,"Trong video này, biển báo nào sau đây KHÔNG xuất hiện?",biển báo
